genre,artist,track,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37,week_38,week_39,week_40,week_41,week_42,week_43,week_44,week_45,week_46,week_47,week_48,week_49,week_50,week_51,week_52,week_53,week_54,week_55,week_56,week_57,week_58,week_59,week_60,week_61,week_62,week_63,week_64,week_65,week_66,week_67,week_68,week_69,week_70,week_71,week_72,week_73,week_74,week_75,week_76
Rock,Sammie,I Like It,85.0,68.0,58.0,44.0,40.0,33.0,30.0,29.0,37.0,29.0,29.0,24.0,36.0,46.0,52.0,61.0,83.0,93.0,91.0,89.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Santana,"Maria, Maria",15.0,8.0,6.0,5.0,2.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,15.0,19.0,21.0,26.0,36.0,48.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Savage Garden,Crash And Burn,75.0,58.0,51.0,36.0,33.0,31.0,26.0,24.0,24.0,29.0,34.0,39.0,46.0,47.0,48.0,49.0,58.0,63.0,73.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Savage Garden,I Knew I Loved You,71.0,48.0,43.0,31.0,20.0,13.0,7.0,6.0,4.0,4.0,4.0,6.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,4.0,8.0,8.0,12.0,14.0,17.0,21.0,24.0,30.0,34.0,37.0,46.0,47.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Simpson, Jessica",Where You Are,73.0,66.0,62.0,62.0,76.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Sisqo,Got To Get It,92.0,76.0,73.0,58.0,48.0,48.0,48.0,48.0,49.0,40.0,43.0,51.0,50.0,57.0,63.0,64.0,68.0,82.0,88.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Sisqo,Incomplete,77.0,66.0,61.0,61.0,61.0,55.0,2.0,1.0,1.0,2.0,2.0,4.0,5.0,5.0,7.0,8.0,10.0,10.0,9.0,14.0,17.0,20.0,25.0,31.0,32.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Sisqo,Thong Song,74.0,63.0,35.0,26.0,26.0,23.0,20.0,16.0,13.0,10.0,6.0,6.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,3.0,7.0,8.0,13.0,17.0,24.0,31.0,43.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Sister Hazel,Change Your Mind,75.0,67.0,66.0,59.0,63.0,71.0,78.0,81.0,78.0,78.0,84.0,87.0,94.0,91.0,93.0,95.0,100.0,98.0,96.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Smash Mouth,Then The Morning Comes,83.0,59.0,56.0,46.0,27.0,23.0,19.0,16.0,14.0,14.0,16.0,15.0,12.0,11.0,13.0,17.0,20.0,23.0,24.0,25.0,27.0,31.0,33.0,35.0,41.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Sonique,It Feels So Good,67.0,52.0,30.0,23.0,19.0,17.0,16.0,16.0,14.0,12.0,13.0,13.0,11.0,8.0,10.0,10.0,11.0,14.0,17.0,19.0,21.0,31.0,38.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,SoulDecision,Faded,94.0,90.0,81.0,64.0,56.0,43.0,35.0,27.0,25.0,22.0,22.0,27.0,27.0,27.0,31.0,31.0,30.0,34.0,31.0,34.0,34.0,38.0,45.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Spears, Britney",From The Bottom Of My Broken Heart,76.0,59.0,52.0,52.0,14.0,14.0,17.0,24.0,33.0,35.0,41.0,45.0,54.0,64.0,64.0,81.0,97.0,92.0,86.0,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Spears, Britney",Lucky,61.0,41.0,28.0,26.0,23.0,29.0,30.0,40.0,66.0,86.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Spears, Britney",Oops!.. I Did It Again,67.0,38.0,26.0,19.0,15.0,13.0,12.0,9.0,9.0,10.0,14.0,15.0,17.0,24.0,35.0,49.0,77.0,85.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Spencer, Tracie",Still In My Heart,95.0,88.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Sting,Desert Rose,98.0,88.0,72.0,59.0,55.0,52.0,45.0,35.0,24.0,21.0,19.0,19.0,19.0,19.0,18.0,17.0,19.0,19.0,24.0,26.0,30.0,32.0,42.0,45.0,42.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Stone Temple Pilots,Sour Girl,79.0,79.0,79.0,78.0,78.0,87.0,89.0,88.0,95.0,93.0,91.0,94.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Sugar Ray,Falls Apart,70.0,64.0,54.0,40.0,34.0,29.0,29.0,32.0,32.0,37.0,47.0,49.0,52.0,60.0,76.0,80.0,89.0,97.0,98.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,TLC,Dear Lie,63.0,55.0,52.0,51.0,56.0,74.0,92.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Tamar,If You Don't Wanna Love Me,98.0,98.0,92.0,89.0,92.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Tamia,Can't Go For That,90.0,86.0,84.0,88.0,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Third Eye Blind,Deep Inside Of You,80.0,73.0,70.0,70.0,70.0,69.0,72.0,79.0,90.0,97.0,95.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Third Eye Blind,Never Let You Go,65.0,32.0,25.0,24.0,23.0,22.0,22.0,21.0,19.0,16.0,14.0,16.0,16.0,17.0,18.0,21.0,22.0,25.0,27.0,33.0,45.0,46.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Thomas, Carl",Emotional,77.0,63.0,61.0,58.0,54.0,47.0,53.0,52.0,49.0,52.0,60.0,62.0,69.0,69.0,63.0,76.0,87.0,82.0,91.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Thomas, Carl",I Wish,75.0,64.0,48.0,39.0,32.0,28.0,24.0,20.0,22.0,21.0,22.0,26.0,23.0,24.0,27.0,28.0,42.0,44.0,52.0,67.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Thomas, Carl",Summer Rain,82.0,82.0,86.0,80.0,82.0,83.0,84.0,82.0,88.0,94.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Train,Meet Virginia,76.0,67.0,59.0,54.0,48.0,45.0,40.0,32.0,26.0,24.0,22.0,21.0,21.0,24.0,21.0,20.0,21.0,24.0,28.0,30.0,32.0,37.0,37.0,42.0,46.0,50.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Tuesday,I Know,98.0,98.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Usher,Pop Ya Collar,68.0,64.0,60.0,60.0,62.0,79.0,93.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Vertical Horizon,Everything You Want,70.0,61.0,53.0,46.0,40.0,33.0,31.0,26.0,22.0,19.0,17.0,15.0,13.0,9.0,9.0,8.0,8.0,6.0,7.0,7.0,8.0,3.0,3.0,6.0,6.0,1.0,2.0,3.0,4.0,7.0,9.0,10.0,18.0,20.0,27.0,29.0,36.0,40.0,50.0,47.0,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Vertical Horizon,You're A God,64.0,55.0,43.0,41.0,37.0,31.0,30.0,29.0,28.0,26.0,23.0,23.0,25.0,32.0,32.0,37.0,37.0,41.0,46.0,48.0,49.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Vitamin C,Graduation (Friends Forever),81.0,64.0,54.0,54.0,46.0,40.0,40.0,40.0,38.0,42.0,57.0,87.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Vitamin C,The Itch,86.0,48.0,45.0,52.0,57.0,58.0,76.0,95.0,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Wallflowers, The",Sleepwalker,73.0,73.0,74.0,80.0,90.0,96.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Westlife,Swear It Again,96.0,82.0,66.0,55.0,55.0,46.0,44.0,44.0,37.0,35.0,32.0,25.0,21.0,20.0,20.0,25.0,30.0,33.0,45.0,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,"Williams, Robbie",Angels,85.0,77.0,69.0,69.0,62.0,56.0,56.0,64.0,54.0,53.0,72.0,83.0,81.0,88.0,96.0,93.0,91.0,89.0,95.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,Zombie Nation,Kernkraft 400,99.0,99.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rock,matchbox twenty,Bent,60.0,37.0,29.0,24.0,22.0,21.0,18.0,16.0,13.0,12.0,8.0,6.0,1.0,2.0,3.0,2.0,2.0,3.0,4.0,5.0,4.0,4.0,6.0,9.0,12.0,13.0,19.0,20.0,20.0,24.0,29.0,28.0,27.0,30.0,33.0,37.0,38.0,38.0,48.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
